NFORM;nnper;nvj;IDPERV;origen;proposito;VF5;VF6;tiempoviaje;modoprincipal;etapas;VF9;INSE;INSE_RecF;EstratoGeografico;cuadras;codsegorigen;codsegproposito;wcal0
2481;1;1;24810101;1;2;9;9,3;30;8;1;1;74;A+;Montevideo Medio Alto; ;110333;104001;432,6332136
2481;1;2;24810102;2;1;20;20,3;30;8;1;1;74;A+;Montevideo Medio Alto; ;104001;110333;432,6332136
2481;2;1;24810201;1;2;8;8,45;45;8;1;1;74;A+;Montevideo Medio Alto; ;110333;108010;432,6332136
2481;2;2;24810202;2;4;18,15;18,4;25;8;1;2;74;A+;Montevideo Medio Alto; ;108010;124005;432,6332136
2481;2;3;24810203;4;1;21;21,15;15;8;1;2;74;A+;Montevideo Medio Alto; ;124005;110333;432,6332136
2482;1;1;24820101;1;5;12;13;60;13;2;1;43;M;Toledo, Suarez y Otras;8;306124;306006;69,91136113
2482;1;2;24820102;5;1;17;17,3;30;13;2;1;43;M;Toledo, Suarez y Otras;8;306006;306124;69,91136113
2483;1;1;24830101;1;16;8;8,1;10;10;1;5;41;M;Toledo, Suarez y Otras; ;306124;306009;100,6700437
2483;1;2;24830102;16;1;11;11,1;10;10;1;5;41;M;Toledo, Suarez y Otras; ;306009;306124;100,6700437
2483;2;1;24830201;1;2;6,55;7;5;10;1;1;41;M;Toledo, Suarez y Otras; ;306124;306009;100,6700437
2483;2;2;24830202;2;1;16;16,1;10;10;1;1;41;M;Toledo, Suarez y Otras; ;306009;306124;100,6700437
2483;3;1;24830301;1;5;8;8,3;30;13;2;1;41;M;Toledo, Suarez y Otras;5;306124;306006;100,6700437
2483;3;2;24830302;5;1;12,05;12,2;15;13;2;1;41;M;Toledo, Suarez y Otras;5;306006;306124;100,6700437
2486;1;1;24860101;1;3;10,15;10,3;15;8;1;2;76;A+;Montevideo Alto; ;110071;337232;724,8420563
2486;1;2;24860102;3;3;14;14,2;20;8;1;5;76;A+;Montevideo Alto; ;337232;199047;724,8420563
2486;1;3;24860103;3;14;19;19,4;40;8;1;5;76;A+;Montevideo Alto; ;199047;118229;724,8420563
2486;1;4;24860104;14;1;20;20,4;40;8;1;5;76;A+;Montevideo Alto; ;118229;110071;724,8420563
2486;2;1;24860201;1;2;10;10,05;5;0;1;1;76;A+;Montevideo Alto;1;110071;110066;724,8420563
2486;2;2;24860202;2;1;18;18,05;5;0;1;1;76;A+;Montevideo Alto;1;110066;110071;724,8420563
2486;2;3;24860203;1;8;19;19,4;40;7;1;5;76;A+;Montevideo Alto; ;110071;118229;724,8420563
2486;2;4;24860204;8;1;20;20,4;40;7;1;5;76;A+;Montevideo Alto; ;118229;110071;724,8420563
2486;3;1;24860301;1;8;19;19,4;40;7;1;5;76;A+;Montevideo Alto; ;110071;118229;724,8420563
2486;3;2;24860302;8;1;20;20,4;40;7;1;5;76;A+;Montevideo Alto; ;118229;110071;724,8420563
2489;1;1;24890101;1;2;8;8,15;15;8;1;2;69;A+;Montevideo Alto; ;110045;118106;670,724225
2489;1;2;24890102;2;2;10,3;11;30;8;1;5;69;A+;Montevideo Alto; ;118106;114023;670,724225
2489;1;3;24890103;2;3;16,3;17;30;8;1;4;69;A+;Montevideo Alto; ;114023;118223;670,724225
2489;1;4;24890104;3;3;19,15;19,2;5;8;1;4;69;A+;Montevideo Alto; ;118223;118226;670,724225
2489;1;5;24890105;3;15;21,3;21,4;10;8;1;4;69;A+;Montevideo Alto; ;118226;118212;670,724225
2489;1;6;24890106;15;1;24,15;24,35;20;8;1;4;69;A+;Montevideo Alto; ;118212;110045;670,724225
2490;1;1;24900101;1;11;7,32;7,54;22;8;1;1;59;A-;Montevideo Alto; ;110042;123205;675,9766756
2490;1;2;24900102;11;1;8,1;8,35;25;8;1;1;59;A-;Montevideo Alto; ;123205;110042;675,9766756
2490;1;3;24900103;1;2;11,4;12,05;25;8;1;1;59;A-;Montevideo Alto; ;110042;105201;675,9766756
2490;1;4;24900104;2;1;19;19,3;30;8;1;1;59;A-;Montevideo Alto; ;105201;110042;675,9766756
2490;2;1;24900201;1;2;10,3;10,5;20;8;1;1;59;A-;Montevideo Alto; ;110042;118320;675,9766756
2490;2;2;24900202;2;1;19;19,3;30;8;1;1;59;A-;Montevideo Alto; ;118320;110042;675,9766756
2490;3;1;24900301;1;5;7,35;7,55;20;7;1;1;59;A-;Montevideo Alto; ;110042;123205;675,9766756
2490;3;2;24900302;5;1;16;16,4;40;11;1;1;59;A-;Montevideo Alto; ;123205;110042;675,9766756
2490;4;1;24900401;1;5;7,35;7,55;20;7;1;1;59;A-;Montevideo Alto; ;110042;123205;675,9766756
2490;4;2;24900402;5;1;16;16,4;40;11;1;1;59;A-;Montevideo Alto; ;123205;110042;675,9766756
2492;1;1;24920101;1;13;10,3;10,5;20;8;1;4;61;A+;Montevideo Medio Alto; ;110232;110064;464,0256
2492;1;2;24920102;13;1;18;18,2;20;8;1;4;61;A+;Montevideo Medio Alto; ;110064;110232;464,0256
2492;2;1;24920201;1;13;10,3;10,5;20;7;1;4;61;A+;Montevideo Medio Alto; ;110232;110064;464,0256
2492;2;2;24920202;13;1;18;18,2;20;7;1;4;61;A+;Montevideo Medio Alto; ;110064;110232;464,0256
2492;3;1;24920301;1;2;8,3;8,55;25;8;1;1;61;A+;Montevideo Medio Alto; ;110232;115214;464,0256
2492;3;2;24920302;2;1;19;19,3;30;8;1;1;61;A+;Montevideo Medio Alto; ;115214;110232;464,0256
2493;1;1;24930101;1;2;14;14,3;30;13;1;1;58;A-;Montevideo Medio; ;124212;108012;557,0338327
2493;1;2;24930102;2;1;22,1;22,3;20;7;1;1;58;A-;Montevideo Medio; ;108012;124212;557,0338327
2493;2;1;24930201;1;2;9,15;9,55;40;13;2;1;58;A-;Montevideo Medio; ;124212;108008;557,0338327
2493;2;2;24930202;2;1;17,15;18;45;13;1;1;58;A-;Montevideo Medio; ;108008;124212;557,0338327
2493;2;3;24930203;1;8;19;19,2;20;13;1;4;58;A-;Montevideo Medio; ;124212;124005;557,0338327
2493;2;4;24930204;8;1;21;21,2;20;13;1;4;58;A-;Montevideo Medio; ;124005;124212;557,0338327
2493;3;1;24930301;1;2;8;8,45;45;13;1;1;58;A-;Montevideo Medio; ;124212;125001;557,0338327
2493;3;2;24930302;2;1;16;16,45;45;13;1;1;58;A-;Montevideo Medio; ;125001;124212;557,0338327
2494;1;1;24940101;1;2;7;7,1;10;0;1;1;49;M+;Montevideo Medio;5;124215;124112;611,8936405
2494;1;2;24940102;2;1;12;12,1;10;0;1;1;49;M+;Montevideo Medio;5;124112;124215;611,8936405
2494;1;3;24940103;1;2;13,45;14;15;2;1;1;49;M+;Montevideo Medio; ;124215;118106;611,8936405
2494;1;4;24940104;2;1;22;22,2;20;2;1;1;49;M+;Montevideo Medio; ;118106;124215;611,8936405
2494;2;1;24940201;1;6;9,3;9,4;10;0;1;2;49;M+;Montevideo Medio;1;124215;124215;611,8936405
2494;2;2;24940202;6;1;10;10,1;10;0;1;2;49;M+;Montevideo Medio;1;124215;124215;611,8936405
2494;3;1;24940301;1;5;13;13,3;30;13;1;1;49;M+;Montevideo Medio; ;124215;115206;611,8936405
2494;3;2;24940302;5;1;16,45;20,3; ;13;1;1;49;M+;Montevideo Medio; ;115206;124215;611,8936405
2495;1;1;24950101;1;2;5,3;7;90;13;2;1;51;A-;Toledo, Suarez y Otras;5;306009;108008;110,5845927
2495;1;2;24950102;2;1;19,3;20,4;70;13;2;1;51;A-;Toledo, Suarez y Otras;5;108008;306009;110,5845927
2495;2;1;24950201;1;2;5,3;7;90;13;2;1;51;A-;Toledo, Suarez y Otras;5;306009;108008;110,5845927
2495;2;2;24950202;2;1;19,3;20,45;75;13;2;1;51;A-;Toledo, Suarez y Otras;5;108008;306009;110,5845927
2495;3;1;24950301;1;2;8,3;10;90;13;1;1;51;A-;Toledo, Suarez y Otras; ;306009;110102;110,5845927
2495;3;2;24950302;2;1;18;19,15;75;13;1;1;51;A-;Toledo, Suarez y Otras; ;110102;306009;110,5845927
2496;1;1;24960101;1;2;8,3;9;30;8;1;1;66;A+;Canelones Capital, Santa Lucía y Otras; ;301203;301008;85,40948461
2496;1;2;24960102;2;1;17;17,3;30;8;1;1;66;A+;Canelones Capital, Santa Lucía y Otras; ;301008;301203;85,40948461
2496;1;3;24960103;1;15;18;18,1;10;8;1;2;66;A+;Canelones Capital, Santa Lucía y Otras; ;301203;301009;85,40948461
2496;1;4;24960104;15;1;19;19,1;10;8;1;2;66;A+;Canelones Capital, Santa Lucía y Otras; ;301009;301203;85,40948461
2496;2;1;24960201;1;2;8,15;9,15;60;8;1;1;66;A+;Canelones Capital, Santa Lucía y Otras; ;301203;112011;85,40948461
2496;2;2;24960202;2;1;20;21;60;8;1;1;66;A+;Canelones Capital, Santa Lucía y Otras; ;112011;301203;85,40948461
2498;1;1;24980101;1;2;9;9,05;5;0;1;1;36;M-;Canelones Capital, Santa Lucía y Otras;1;303108;303108;87,58452519
2498;1;2;24980102;2;4;11;11,1;10;0;1;5;36;M-;Canelones Capital, Santa Lucía y Otras;3;303108;303002;87,58452519
2498;1;3;24980103;4;2;11,3;11,35;5;0;1;5;36;M-;Canelones Capital, Santa Lucía y Otras;3;303002;303108;87,58452519
2498;1;4;24980104;2;1;21;21,05;5;0;1;1;36;M-;Canelones Capital, Santa Lucía y Otras;1;303108;303108;87,58452519
2499;1;1;24990101;1;6;10;10,1;10;0;1;3;43;M;Canelones Capital, Santa Lucía y Otras;8;301005;301008;75,91707262
2499;1;2;24990102;6;1;11;11,1;10;0;1;3;43;M;Canelones Capital, Santa Lucía y Otras;8;301008;301005;75,91707262
2499;1;3;24990103;1;13;18;18,15;15;7;1;4;43;M;Canelones Capital, Santa Lucía y Otras; ;301005;301301;75,91707262
2499;1;4;24990104;13;1;19;19,15;15;7;1;4;43;M;Canelones Capital, Santa Lucía y Otras; ;301301;301005;75,91707262
2499;2;1;24990201;1;8;10;10,1;10;0;1;4;43;M;Canelones Capital, Santa Lucía y Otras;6;301005;301004;75,91707262
2499;2;2;24990202;8;1;11;11,15;15;0;1;4;43;M;Canelones Capital, Santa Lucía y Otras;6;301004;301005;75,91707262
2500;2;1;25000201;1;2;12;13,2;80;13;1;1;40;M;Toledo, Suarez y Otras; ;316002;104203;88,35591185
2500;2;2;25000202;2;1;20;21,45;105;13;1;1;40;M;Toledo, Suarez y Otras; ;104203;316002;88,35591185
2503;1;1;25030101;1;2;6,2;7,15;55;15;1;1;45;M+;La Floresta, Atlántida y Otras; ;317150; ;144,2530101
2503;2;1;25030201;1;2;5,2;7;100;13;2;1;45;M+;La Floresta, Atlántida y Otras;6;317150;107303;144,2530101
2503;2;2;25030202;2;1;19,15;20,15;60;13;2;1;45;M+;La Floresta, Atlántida y Otras; ;107303;317150;144,2530101
2503;3;1;25030301;1;5;8,3;9;30;11;1;1;45;M+;La Floresta, Atlántida y Otras; ;317150;317061;144,2530101
2503;3;2;25030302;5;1;17;17,3;30;11;1;1;45;M+;La Floresta, Atlántida y Otras; ;317061;317150;144,2530101
2504;1;1;25040101;2;1;8;9,3;90;13;2;3;48;M+;La Floresta, Atlántida y Otras;7;123206;317169;88,65038447
2504;1;2;25040102;1;2;19;20,15;75;13;2;3;48;M+;La Floresta, Atlántida y Otras;7;317169;123206;88,65038447
2506;2;1;25060201;2;1;8;8,1;10;8;1;1;26;B+;La Floresta, Atlántida y Otras; ;308012;308046;68,07849225
2506;2;2;25060202;1;2;24,3;24,45;15;8;1;1;26;B+;La Floresta, Atlántida y Otras; ;308046;308012;68,07849225
2507;1;1;25070101;1;2;13;13,15;15;10;1;1;38;M;La Floresta, Atlántida y Otras; ;308046;308015;79,85542618
2507;1;2;25070102;2;1;20,45;21;15;8;1;1;38;M;La Floresta, Atlántida y Otras; ;308015;308046;79,85542618
2507;2;1;25070201;1;2;8;8,1;10;8;1;1;38;M;La Floresta, Atlántida y Otras; ;308046;308213;79,85542618
2507;2;2;25070202;2;1;12,3;12,4;10;8;1;1;38;M;La Floresta, Atlántida y Otras; ;308213;308046;79,85542618
2507;3;1;25070301;1;5;8,55;9;5;9;1;1;38;M;La Floresta, Atlántida y Otras; ;308046;308007;79,85542618
2507;3;2;25070302;5;1;13;13,05;5;9;1;1;38;M;La Floresta, Atlántida y Otras; ;308007;308046;79,85542618
2509;2;1;25090201;1;2;5,45;6;15;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337384;337343;364,4254049
2509;2;2;25090202;2;1;14,15;14,3;15;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337343;337384;364,4254049
2511;1;1;25110101;1;11;13;13,1;10;10;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;1;2;25110102;11;1;13,1;13,2;10;10;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;1;3;25110103;1;11;17;17,1;10;10;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;1;4;25110104;11;1;17,2;17,3;10;10;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;2;1;25110201;1;2;12,05;12,3;25;13;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317347;79,75454382
2511;2;2;25110202;2;1;17,1;17,45;35;13;1;1;38;M;La Floresta, Atlántida y Otras; ;317347;317094;79,75454382
2511;3;1;25110301;1;5;13;13,1;10;9;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;3;2;25110302;5;1;17,2;17,3;10;9;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;4;1;25110401;1;5;13;13,1;10;9;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2511;4;2;25110402;5;1;17,2;17,3;10;9;1;1;38;M;La Floresta, Atlántida y Otras; ;317094;317094;79,75454382
2513;1;1;25130101;1;8;7;9;120;13;1;3;55;A-;La Floresta, Atlántida y Otras; ;317051;118031;69,28111384
2513;1;2;25130102;8;2;11;13;120;13;2;3;55;A-;La Floresta, Atlántida y Otras; ;118031;304140;69,28111384
2513;1;3;25130103;2;1;16;18,3;150;13;2;1;55;A-;La Floresta, Atlántida y Otras; ;304140;317051;69,28111384
2514;1;1;25140101;1;2;8;9,2;80;13;2;3;45;M+;La Floresta, Atlántida y Otras; ;317051;199050;71,04542883
2514;1;2;25140102;2;1;20;21,15;75;13;2;3;45;M+;La Floresta, Atlántida y Otras; ;199050;317051;71,04542883
2515;1;1;25150101;1;2;8,3;9,15;45;8;1;3;52;A-;La Floresta, Atlántida y Otras; ;110072;121043;83,5994832
2515;1;2;25150102;2;1;17;17,45;45;8;1;3;52;A-;La Floresta, Atlántida y Otras; ;121043;110072;83,5994832
2515;2;1;25150201;1;2;6,3;7,15;45;8;1;1;52;A-;La Floresta, Atlántida y Otras; ;110072;306016;83,5994832
2515;2;2;25150202;2;1;18;19;60;8;1;1;52;A-;La Floresta, Atlántida y Otras; ;306016;110072;83,5994832
2516;2;1;25160201;1;2;7,3;7,55;25;13;2;1;56;A-;Pando; ;327112;316209;143,3669642
2516;2;2;25160202;2;1;16,45;17,2;35;13;2;1;56;A-;Pando; ;316209;327112;143,3669642
2518;1;1;25180101;1;8;15;15,05;5;7;1;3;50;M+;Pando; ;327007;327007;42,31905723
2518;1;2;25180102;8;1;16,3;16,35;5;7;1;3;50;M+;Pando; ;327007;327007;42,31905723
2521;1;1;25210101;1;2;7,45;8,5;65;13;1;3;59;A-;La Floresta, Atlántida y Otras; ;317051;337226;83,5994832
2521;1;2;25210102;2;1;15,4;16,45;65;13;1;3;59;A-;La Floresta, Atlántida y Otras; ;337226;317051;83,5994832
2522;2;1;25220201;1;6;10;10,1;10;0;1;3;52;A-;La Floresta, Atlántida y Otras;5;317059;317099;81,62652543
2522;2;2;25220202;6;1;11;11,1;10;0;1;3;52;A-;La Floresta, Atlántida y Otras;5;317099;317059;81,62652543
2524;1;1;25240101;1;5;7;7,1;10;2;1;1;33;M-;La Floresta, Atlántida y Otras; ;317099;317056;425,7919993
2524;1;2;25240102;5;1;9;9,1;10;2;1;1;33;M-;La Floresta, Atlántida y Otras; ;317056;317099;425,7919993
2524;2;1;25240201;1;2;6;7,2;80;13;2;1;33;M-;La Floresta, Atlántida y Otras;6;317099;337039;425,7919993
2524;2;2;25240202;2;1;15;16,2;80;13;3;1;33;M-;La Floresta, Atlántida y Otras;21;337039;317099;425,7919993
2524;3;1;25240301;1;5;7;7,55;55;7;1;2;33;M-;La Floresta, Atlántida y Otras; ;317099;317052;425,7919993
2524;3;2;25240302;5;1;11,45;12;15;1;1;1;33;M-;La Floresta, Atlántida y Otras;15;317052;317099;425,7919993
2526;1;1;25260101;1;16;16;16,1;10;8;1;5;55;A-;Pando; ;316108;316208;118,6484416
2526;1;2;25260102;16;1;17;17,1;10;8;1;5;55;A-;Pando; ;316208;316108;118,6484416
2527;2;1;25270201;1;2;5;5,3;30;13;1;1;32;M-;Pando; ;316208;316109;131,4047926
2527;2;2;25270202;2;1;14;14,3;30;13;1;1;32;M-;Pando; ;316109;316208;131,4047926
2528;2;1;25280201;1;14;7;8,3;90;13;1;5;37;M;Pando; ;316208;124126;116,6529056
2528;2;2;25280202;14;1;16;17,3;90;13;1;5;37;M;Pando; ;124126;316208;116,6529056
2529;1;1;25290101;1;4;11;11,15;15;13;1;5;48;M+;Pando; ;337118;316308;133,8369411
2529;1;2;25290102;4;1;13,45;14;15;13;1;5;48;M+;Pando; ;316308;337118;133,8369411
2530;1;1;25300101;1;2;12,3;12,45;15;10;1;1;34;M-;Pando; ;316108;327010;157,5865293
2530;1;2;25300102;2;1;21,1;21,25;15;10;1;1;34;M-;Pando; ;327010;316108;157,5865293
2530;2;1;25300201;1;2;7,3;7,55;25;10;1;1;34;M-;Pando; ;316108;337186;157,5865293
2530;2;2;25300202;2;1;16;16,3;30;10;1;1;34;M-;Pando; ;337186;316108;157,5865293
2530;3;1;25300301;1;5;7,2;7,4;20;1;1;1;34;M-;Pando;15;316108;337118;157,5865293
2530;3;2;25300302;5;1;13,1;13,25;15;1;1;1;34;M-;Pando;15;337118;316108;157,5865293
2530;4;1;25300401;1;5;7,3;7,35;5;7;1;1;34;M-;Pando; ;316108;337118;157,5865293
2530;4;2;25300402;5;1;13,1;13,25;15;1;1;1;34;M-;Pando;15;337118;316108;157,5865293
2530;4;3;25300403;1;5;15,2;15,4;20;13;1;3;34;M-;Pando; ;316108;327004;157,5865293
2530;4;4;25300404;5;1;17,1;17,3;20;13;1;3;34;M-;Pando; ;327004;316108;157,5865293
2531;1;1;25310101;1;14;14,3;14,5;20;8;1;4;45;M+;La Floresta, Atlántida y Otras; ;317094;337238;68,07849225
2531;1;2;25310102;14;1;17;17,15;15;8;1;4;45;M+;La Floresta, Atlántida y Otras; ;337238;317094;68,07849225
2531;2;1;25310201;1;2;7,3;8,3;60;7;2;1;45;M+;La Floresta, Atlántida y Otras;20;317094;317282;68,07849225
2531;2;2;25310202;2;1;15,3;16,3;60;7;2;1;45;M+;La Floresta, Atlántida y Otras;20;317282;317094;68,07849225
2535;1;1;25350101;1;12;6,45;6,5;5;8;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;337184;349,1370435
2535;1;2;25350102;12;1;7,5;7,55;5;8;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;337184;349,1370435
2535;1;3;25350103;1;12;16,5;16,55;5;8;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;337184;349,1370435
2535;1;4;25350104;12;1;17,05;17,1;5;8;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;337184;349,1370435
2535;1;5;25350105;1;2;22,2;22,55;35;10;1;4;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;115104;349,1370435
2535;2;1;25350201;1;2;6,45;8,25;100;13;3;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;9;337184;107108;349,1370435
2535;2;2;25350202;2;1;15,3;16,55;85;13;3;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;9;107108;337184;349,1370435
2535;3;1;25350301;1;15;14;15,1;70;13;1;5;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;107204;349,1370435
2535;3;2;25350302;15;1;17;18,15;75;13;1;5;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;107204;337184;349,1370435
2536;1;1;25360101;1;2;8,3;10,05;95;13;2;1;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;10;337243;101003;325,9288791
2536;1;2;25360102;2;1;18,2;19;40;13;1;1;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;101003;337243;325,9288791
2537;1;1;25370101;1;11;7,5;8;10;8;1;1;44;M+;La Floresta, Atlántida y Otras; ;317268;317266;97,93751926
2537;1;2;25370102;11;2;8,2;8,3;10;8;1;1;44;M+;La Floresta, Atlántida y Otras; ;317266;317268;97,93751926
2537;1;3;25370103;2;12;14,3;14,4;10;8;1;3;44;M+;La Floresta, Atlántida y Otras; ;317268;317267;97,93751926
2537;1;4;25370104;12;14;14,45;15;15;8;1;3;44;M+;La Floresta, Atlántida y Otras; ;317267;317268;97,93751926
2537;2;1;25370201;1;5;7,5;8;10;7;1;1;44;M+;La Floresta, Atlántida y Otras; ;317268;317266;97,93751926
2537;2;2;25370202;5;16;12;12,1;10;7;1;3;44;M+;La Floresta, Atlántida y Otras; ;317266;317267;97,93751926
2537;2;3;25370203;16;1;14,45;15;15;7;1;3;44;M+;La Floresta, Atlántida y Otras; ;317267;317268;97,93751926
2537;3;1;25370301;1;5;7,5;8;10;7;1;1;44;M+;La Floresta, Atlántida y Otras; ;317268;317266;97,93751926
2537;3;2;25370302;5;16;12;12,1;10;7;1;3;44;M+;La Floresta, Atlántida y Otras; ;317266;317267;97,93751926
2537;3;3;25370303;16;1;14,45;15;15;7;1;3;44;M+;La Floresta, Atlántida y Otras; ;317267;317268;97,93751926
2540;1;1;25400101;1;11;12,45;12,55;10;10;1;1;34;M-;La Floresta, Atlántida y Otras; ;317166;317266;115,0368277
2540;1;2;25400102;11;1;13,1;13,15;5;10;1;2;34;M-;La Floresta, Atlántida y Otras; ;317266;317166;115,0368277
2540;1;3;25400103;1;11;16,5;17;10;10;1;1;34;M-;La Floresta, Atlántida y Otras; ;317166;317266;115,0368277
2540;1;4;25400104;11;1;17,1;17,2;10;10;1;1;34;M-;La Floresta, Atlántida y Otras; ;317266;317166;115,0368277
2540;2;1;25400201;1;2;8;8,2;20;8;1;3;34;M-;La Floresta, Atlántida y Otras; ;317166;317051;115,0368277
2540;2;2;25400202;2;1;15,3;16;30;8;1;3;34;M-;La Floresta, Atlántida y Otras; ;317051;317166;115,0368277
2540;3;1;25400301;1;5;7;7,3;30;2;1;1;34;M-;La Floresta, Atlántida y Otras; ;317166;317059;115,0368277
2540;3;2;25400302;5;1;8;8,3;30;2;1;1;34;M-;La Floresta, Atlántida y Otras; ;317059;317166;115,0368277
2540;4;1;25400401;1;5;12,45;12,55;10;9;1;1;34;M-;La Floresta, Atlántida y Otras; ;317166;317266;115,0368277
2540;4;2;25400402;5;1;17,1;17,2;10;9;1;1;34;M-;La Floresta, Atlántida y Otras; ;317266;317166;115,0368277
2540;5;1;25400501;1;5;12,45;12,55;10;9;1;1;34;M-;La Floresta, Atlántida y Otras; ;317166;317266;115,0368277
2540;5;2;25400502;5;1;17,1;17,2;10;9;1;1;34;M-;La Floresta, Atlántida y Otras; ;317266;317166;115,0368277
2542;1;1;25420101;1;6;12;12,1;10;8;1;2;53;A-;La Floresta, Atlántida y Otras; ;317166;317059;78,69823258
2542;1;2;25420102;6;1;14;14,15;15;8;1;2;53;A-;La Floresta, Atlántida y Otras; ;317059;317166;78,69823258
2542;2;1;25420201;1;6;12;12,1;10;7;1;2;53;A-;La Floresta, Atlántida y Otras; ;317166;317059;78,69823258
2542;2;2;25420202;6;1;14;14,15;15;7;1;2;53;A-;La Floresta, Atlántida y Otras; ;317059;317166;78,69823258
2544;2;1;25440201;1;2;7;8,45;105;13;2;1;55;A-;La Floresta, Atlántida y Otras; ;317266;122201;85,46655916
2544;2;2;25440202;2;1;16,15;18;105;13;2;1;55;A-;La Floresta, Atlántida y Otras; ;122201;317266;85,46655916
2545;2;1;25450201;1;8;7;7,5;50;13;2;5;51;A-;Pando; ;316107;122225;134,1920766
2545;2;2;25450202;8;13;8,3;8,5;20;13;1;5;51;A-;Pando; ;122225;115104;134,1920766
2545;2;3;25450203;13;1;17;18,15;75;13;1;5;51;A-;Pando; ;115104;316107;134,1920766
2546;2;1;25460201;1;2;7;7,3;30;10;1;1;37;M;Pando; ;316108;199039;130,3336038
2546;2;2;25460202;2;1;17,3;17,45;15;10;1;1;37;M;Pando; ;199039;316108;130,3336038
2549;1;1;25490101;1;6;12;12,02;2;0;1;1;16;B-;La Floresta, Atlántida y Otras;1;308007;308007;89,40035231
2549;1;2;25490102;6;1;12,2;12,22;2;0;1;1;16;B-;La Floresta, Atlántida y Otras;1;308007;308007;89,40035231
2549;2;1;25490201;1;2;7;7,1;10;10;1;1;16;B-;La Floresta, Atlántida y Otras; ;308007;308046;89,40035231
2549;2;2;25490202;2;1;12;12,1;10;10;1;1;16;B-;La Floresta, Atlántida y Otras; ;308046;308007;89,40035231
2549;2;3;25490203;1;11;12,3;12,45;15;7;1;1;16;B-;La Floresta, Atlántida y Otras; ;308007;308014;89,40035231
2549;2;4;25490204;11;2;12,55;13;5;10;1;1;16;B-;La Floresta, Atlántida y Otras; ;308014;308046;89,40035231
2549;2;5;25490205;2;11;17;17,05;5;10;1;1;16;B-;La Floresta, Atlántida y Otras; ;308046;308014;89,40035231
2549;2;6;25490206;11;1;17,05;17,25;20;7;1;1;16;B-;La Floresta, Atlántida y Otras; ;308014;308007;89,40035231
2549;3;1;25490301;1;5;12,3;13;30;13;1;1;16;B-;La Floresta, Atlántida y Otras; ;308007;308014;89,40035231
2549;3;2;25490302;5;1;17;17,3;30;13;1;1;16;B-;La Floresta, Atlántida y Otras; ;308014;308007;89,40035231
2549;4;1;25490401;1;5;12,3;12,45;15;9;1;1;16;B-;La Floresta, Atlántida y Otras; ;308007;308014;89,40035231
2549;4;2;25490402;5;1;17,05;17,25;20;9;1;1;16;B-;La Floresta, Atlántida y Otras; ;308014;308007;89,40035231
2550;1;1;25500101;1;4;10,3;11,15;45;13;2;1;29;B+;La Floresta, Atlántida y Otras;6;317094;317051;134,664089
2550;1;2;25500102;4;1;12,3;13,2;50;13;2;1;29;B+;La Floresta, Atlántida y Otras;6;317051;317094;134,664089
2552;1;1;25520101;1;2;9,3;9,34;4;0;1;1;58;A-;Pando;3;327006;327008;155,0349199
2552;1;2;25520102;2;1;20;20,06;6;0;1;1;58;A-;Pando;3;327008;327006;155,0349199
2552;2;1;25520201;1;2;9,3;9,36;6;0;1;1;58;A-;Pando;2;327006;327006;155,0349199
2552;2;2;25520202;2;1;13;13,06;6;0;1;1;58;A-;Pando;2;327006;327006;155,0349199
2552;2;3;25520203;1;2;14,3;14,36;6;0;1;1;58;A-;Pando;2;327006;327006;155,0349199
2552;2;4;25520204;2;1;19;19,06;6;0;1;1;58;A-;Pando;2;327006;327006;155,0349199
2552;3;1;25520301;1;2;16;16,04;4;0;1;1;58;A-;Pando;2;327006;327008;155,0349199
2552;3;2;25520302;2;1;18,3;18,35;5;0;1;1;58;A-;Pando;2;327008;327006;155,0349199
