NFORM;nnper;nvj;netp;IDPERVE;BL;EB0P1;EB0P2;EB1P1;EB1P2;EB1P3;EB1P4;EB1P5;EB1P6;EB1P7;EB2P1;EB6P1;EB3P1;EB4P1;EB4P2;EB4P3;EB5BP1L;EB5BP4;EB5P5;INSE;INSE_RecF;EstratoGeografico;wcal0;codsegparadasube;codsegparadabaja
2381;1;2;1;2381010201;2; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2381;1;3;1;2381010301;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2381;1;4;1;2381010401;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;30;1;42;M;Las Piedras, La Paz, Progreso y Otras;337,4916641;301011;304338
2381;2;1;1;2381020101;2; ; ; ; ; ; ; ; ; ;10;3; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2381;2;2;1;2381020201;2; ; ; ; ; ; ; ; ; ;10;3; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2382;2;1;1;2382020101;13;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;2;2;1;2382020201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;4;1;1;2382040101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;4;2;1;2382040201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;5;1;1;2382050101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;5;2;1;2382050201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;5;3;1;2382050301;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2382;5;4;1;2382050401;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;16;B-;Las Piedras, La Paz, Progreso y Otras;535,2050178; ; 
2383;1;1;1;2383010101;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;23;B+;Las Piedras, La Paz, Progreso y Otras;488,3820205; ; 
2383;1;2;1;2383010201;51;1;0; ; ; ; ; ; ; ;6;3; ; ; ; ;99999;2;1;23;B+;Las Piedras, La Paz, Progreso y Otras;488,3820205;304338;304016
2383;1;2;2;2383010202;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;23;B+;Las Piedras, La Paz, Progreso y Otras;488,3820205; ; 
2383;3;1;1;2383030101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;5;10;23;B+;Las Piedras, La Paz, Progreso y Otras;488,3820205;304338;304242
2383;3;2;1;2383030201;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;10;10;23;B+;Las Piedras, La Paz, Progreso y Otras;488,3820205;304242;304338
2384;1;1;1;2384010101;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;32;M-;Las Piedras, La Paz, Progreso y Otras;346,0862372; ; 
2385;1;1;1;2385010101;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;34;M-;Las Piedras, La Paz, Progreso y Otras;456,4945288; ; 
2385;1;2;1;2385010201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;34;M-;Las Piedras, La Paz, Progreso y Otras;456,4945288; ; 
2386;2;1;1;2386020101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;21;B-;Las Piedras, La Paz, Progreso y Otras;489,618321; ; 
2386;2;2;1;2386020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;21;B-;Las Piedras, La Paz, Progreso y Otras;489,618321; ; 
2386;3;1;1;2386030101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;21;B-;Las Piedras, La Paz, Progreso y Otras;489,618321; ; 
2386;3;2;1;2386030201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;21;B-;Las Piedras, La Paz, Progreso y Otras;489,618321; ; 
2387;1;1;1;2387010101;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;4A;3;17;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557;304016;305010
2387;1;2;1;2387010201;51;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ;230;10;17;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557;305010;304017
2387;2;1;1;2387020101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557; ; 
2387;2;2;1;2387020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557; ; 
2387;2;3;1;2387020301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557; ; 
2387;2;4;1;2387020401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;50;M+;Las Piedras, La Paz, Progreso y Otras;361,1441557; ; 
2388;3;1;1;2388030101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;Las Piedras, La Paz, Progreso y Otras;632,6655488; ; 
2388;3;2;1;2388030201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;Las Piedras, La Paz, Progreso y Otras;632,6655488; ; 
2389;1;1;1;2389010101;11;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;1;2;1;2389010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;2;1;1;2389020101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;809;10;1;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667;304231;115204
2389;2;1;2;2389020102;2; ; ; ; ; ; ; ; ; ;9;1; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;2;2;1;2389020201;2; ; ; ; ; ; ; ; ; ;11;1; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;2;2;2;2389020202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2A;10;1;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667;115001;304231
2389;3;1;1;2389030101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;3;2;1;2389030201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;4;1;1;2389040101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;4;2;1;2389040201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;5;1;1;2389050101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;5;2;1;2389050201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;6;1;1;2389060101;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;6;2;1;2389060201;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;7;1;1;2389070101;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2389;7;2;1;2389070201;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;1110,166667; ; 
2390;1;1;1;2390010101;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;10;1;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322;304017;301009
2390;1;2;1;2390010201;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;2A;10;99;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322;301009;304005
2390;3;1;1;2390030101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;3;2;1;2390030201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;3;3;1;2390030301;2; ; ; ; ; ; ; ; ; ;8;7; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;3;4;1;2390030401;2; ; ; ; ; ; ; ; ; ;8;7; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;4;1;1;2390040101;2; ; ; ; ; ; ; ; ; ;12;6; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;4;2;1;2390040201;2; ; ; ; ; ; ; ; ; ;12;6; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;4;3;1;2390040301;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;4;4;1;2390040401;2; ; ; ; ; ; ; ; ; ;7;8; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2390;4;5;1;2390040501;2; ; ; ; ; ; ; ; ; ;5;8; ; ; ; ; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;360,5136322; ; 
2391;1;1;1;2391010101;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;1;2;1;2391010201;11;0;0;4;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;1;3;1;2391010301;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;1;4;1;2391010401;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;2;1;1;2391020101;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;2;2;1;2391020201;12;0;0;4;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;2;3;1;2391020301;12;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2391;2;4;1;2391020401;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Las Piedras, La Paz, Progreso y Otras;337,4916641; ; 
2392;1;1;1;2392010101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2392;1;2;1;2392010201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2392;1;3;1;2392010301;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2392;1;4;1;2392010401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2392;2;1;1;2392020101;13;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2392;2;2;1;2392020201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;59;A-;Las Piedras, La Paz, Progreso y Otras;386,3711421; ; 
2393;1;1;1;2393010101;11;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;1;2;1;2393010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;1;3;1;2393010301;11;0;0;6;1;3;1300;2; ;0; ; ; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;2;1;1;2393020101;51;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ;4A;10;19;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513;304016;107202
2393;2;2;1;2393020201;51;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ;809;15;19;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513;115001;304004
2393;2;2;2;2393020202;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;2;3;1;2393020301;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;2;4;1;2393020401;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;2;5;1;2393020501;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2393;2;6;1;2393020601;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;58;A-;Las Piedras, La Paz, Progreso y Otras;345,5563513; ; 
2394;1;1;1;2394010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,0653066; ; 
2394;1;2;1;2394010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,0653066; ; 
2394;1;3;1;2394010301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,0653066; ; 
2394;1;4;1;2394010401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;42;M;Las Piedras, La Paz, Progreso y Otras;337,0653066; ; 
2395;2;1;1;2395020101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;30;M-;Las Piedras, La Paz, Progreso y Otras;250,9880587; ; 
2395;2;2;1;2395020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;30;M-;Las Piedras, La Paz, Progreso y Otras;250,9880587; ; 
2396;1;1;1;2396010101;12;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;257,3797284; ; 
2396;1;2;1;2396010201;12;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;257,3797284; ; 
2396;2;1;1;2396020101;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;15;1;53;A-;Las Piedras, La Paz, Progreso y Otras;257,3797284;304001;304007
2396;2;2;1;2396020201;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;15;1;53;A-;Las Piedras, La Paz, Progreso y Otras;257,3797284;304005;304001
2398;1;1;1;2398010101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;526;10;1;59;A-;Montevideo Medio;484,2140724;124215;118031
2398;1;2;1;2398010201;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;526;5;1;59;A-;Montevideo Medio;484,2140724;118031;124215
2399;2;1;1;2399020101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio;506,451908; ; 
2399;2;2;1;2399020201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio;506,451908; ; 
2400;1;1;1;2400010101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;1;2;1;2400010201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;1;3;1;2400010301;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;1;4;1;2400010401;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;1;5;1;2400010501;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;2;1;1;2400020101;12;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2400;2;2;1;2400020201;12;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Las Piedras, La Paz, Progreso y Otras;244,8431076; ; 
2402;1;1;1;2402010101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;1;2;1;2402010201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;1;3;1;2402010301;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;1;4;1;2402010401;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;2;1;1;2402020101;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;2;2;1;2402020201;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;2;3;1;2402020301;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;2;4;1;2402020401;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;4;1;1;2402040101;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;4;2;1;2402040201;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;5;1;1;2402050101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;5;2;1;2402050201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;6;1;1;2402060101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;6;2;1;2402060201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;7;1;1;2402070101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2402;7;2;1;2402070201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;13;B-;Ciudad del Plata, Libertad;174,3888889; ; 
2403;3;1;1;2403030101;51;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;14;40;M;Ciudad del Plata, Libertad;125,3535159;1606311;108006
2403;3;1;2;2403030102;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;522;20;14;40;M;Ciudad del Plata, Libertad;125,3535159;108006;115214
2403;3;2;1;2403030201;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;149;15;14;40;M;Ciudad del Plata, Libertad;125,3535159;115013;108006
2403;3;2;2;2403030202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;227;15;14;40;M;Ciudad del Plata, Libertad;125,3535159;108006;1606311
2403;4;1;1;2403040101;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;125,3535159; ; 
2403;4;2;1;2403040201;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;125,3535159; ; 
2404;1;1;1;2404010101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;44;M+;Ciudad del Plata, Libertad;92,72010105; ; 
2404;1;2;1;2404010201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;44;M+;Ciudad del Plata, Libertad;92,72010105; ; 
2405;2;1;1;2405020101;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2405;2;2;1;2405020201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2405;2;3;1;2405020301;3; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2405;2;4;1;2405020401;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2405;3;1;1;2405030101;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2405;3;2;1;2405030201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;40;M;Ciudad del Plata, Libertad;122,2996302; ; 
2407;2;1;1;2407020101;2; ; ; ; ; ; ; ; ; ;8;6; ; ; ; ; ; ; ;43;M;Toledo, Suarez y Otras;75,18256822; ; 
2407;2;2;1;2407020201;2; ; ; ; ; ; ; ; ; ;8;6; ; ; ; ; ; ; ;43;M;Toledo, Suarez y Otras;75,18256822; ; 
2408;1;1;1;2408010101;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;31;M-;La Floresta, Atlántida y Otras;70,82840932; ; 
2408;1;2;1;2408010201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;31;M-;La Floresta, Atlántida y Otras;70,82840932; ; 
2409;1;1;1;2409010101;13;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;1;2;1;2409010201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;1;1;2409020101;13;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;2;1;2409020201;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;3;1;2409020301;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;4;1;2409020401;13;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;5;1;2409020501;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;2;6;1;2409020601;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;4;1;1;2409040101;14;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2409;4;2;1;2409040201;14;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;43;M;Ciudad del Plata, Libertad;102,8182487; ; 
2410;1;1;1;2410010101;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;1;2;1;2410010201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;1;3;1;2410010301;13;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;1;4;1;2410010401;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;1;5;1;2410010501;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;1;6;1;2410010601;13;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;2;1;1;2410020101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;2;2;1;2410020201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;2;3;1;2410020301;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;2;4;1;2410020401;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;3;1;1;2410030101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
2410;3;2;1;2410030201;14;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad del Plata, Libertad;90,42679606; ; 
