NFORM;nnper;IDPER;SEXO;EDAD;PARENTESCO;E3;E4;E4A;E5;E6;E7;E7OB;E8;E9;E10;E11;E12;E14;E15;E16;E17;E19;E20;E200B;Form_Op_Hab;codsegtrabprinc;codsegpresentrab;codsegcomenzodia;INSE;INSE_RecF;EstratoGeografico;wcal0
2609;2;260902;1;28;1;2;3; ;5;2;3; ;1; ; ;72;2; ;3; ;1;1; ; ;1;121246; ; ;28;B+;Zona I - Casavalle            NoBajo;97,16388473
2609;3;260903;2;7;3;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;97,16388473
2609;4;260904;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;97,16388473
2610;1;261001;2;70;1;2;3; ;2;2;3; ;2;1;4; ; ; ;3;1;1;2;10; ;1; ; ; ;57;A-;Ciudad del Plata, Libertad;70,10619318
2610;2;261002;1;84;2;2;2; ;6;1;3; ;2;1;4; ; ; ;2;2;1;2;2; ;0; ; ; ;57;A-;Ciudad del Plata, Libertad;70,10619318
2612;1;261201;1;30;1;2;3; ;2;2;2; ;1; ; ;48;2; ;3; ;1;1; ; ;1;1606409; ; ;27;B+;Ciudad del Plata, Libertad;86,75923587
2613;1;261301;1;39;1;2;3; ;2;2;3; ;2;2; ;40;2; ;1;5;1;1; ; ;1;114001; ; ;27;B+;Ciudad del Plata, Libertad;118,8498146
2613;2;261302;2;31;2;2;3; ;3;2;3; ;1; ; ;45;2; ;3;1;1;1; ; ;0;123003; ; ;27;B+;Ciudad del Plata, Libertad;118,8498146
2613;3;261303;1;13;3;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;27;B+;Ciudad del Plata, Libertad;118,8498146
2613;4;261304;2;8;3;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;27;B+;Ciudad del Plata, Libertad;118,8498146
2613;5;261305;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;27;B+;Ciudad del Plata, Libertad;118,8498146
2614;1;261401;1;61;1;2;3; ;6;1;3; ;2;2; ;48;2; ;1;5;1;1; ; ;0;124107; ; ;55;A-;Ciudad del Plata, Libertad;77,01064324
2614;2;261402;2;58;2;2;3; ;6;1;3; ;2;1;3; ; ; ;1;3;1;1; ; ;1; ; ; ;55;A-;Ciudad del Plata, Libertad;77,01064324
2615;1;261501;1;55;1;2;2; ;3;2;2; ;2;1;4; ; ; ;3;5;1;2;2; ;1; ; ; ;34;M-;Ciudad del Plata, Libertad;86,75923587
2616;1;261601;2;65;1;2;2; ;6;1;2; ;2;1;4; ; ; ;1;5;1;1; ; ;1; ; ; ;35;M-;Ciudad del Plata, Libertad;102,8224167
2616;2;261602;1;80;2;2;2; ;4;2;2; ;2;1;4; ; ; ;2;1;1;2;2; ;0; ; ; ;35;M-;Ciudad del Plata, Libertad;102,8224167
2617;1;261701;1;51;1;1;4;2;2;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;1;105102; ; ;51;A-;Ciudad del Plata, Libertad;90,85849097
2617;2;261702;2;62;2;2;3; ;3;2;3; ;1; ; ;33;2; ;3;1;1;1; ; ;0;104001; ; ;51;A-;Ciudad del Plata, Libertad;90,85849097
2617;3;261703;2;20;3;1;6; ;1;2;3; ;2;1;2; ; ; ;3;1;1;1; ; ;0; ; ; ;51;A-;Ciudad del Plata, Libertad;90,85849097
2618;1;261801;1;22;1;2;2; ;6;1;2; ;2;1;3; ; ; ;3; ;1;2;5; ;1; ; ; ;16;B-;Ciudad del Plata, Libertad;106,2949683
2618;2;261802;2;23;2;2;3; ;2;2;2; ;1; ; ;48;2; ;3; ;2;1; ; ;0;115204; ;115204;16;B-;Ciudad del Plata, Libertad;106,2949683
2618;3;261803;2;4;3;1;1; ;9;2;2;9; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;16;B-;Ciudad del Plata, Libertad;106,2949683
2618;4;261804;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;16;B-;Ciudad del Plata, Libertad;106,2949683
2619;1;261901;1;22;1;2;3; ;4;2;3; ;1; ; ;48;2; ;3; ;1;1; ; ;0;116035; ; ;21;B-;Ciudad del Plata, Libertad;106,0265704
2619;2;261902;2;21;2;2;3; ;2;2;2; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;21;B-;Ciudad del Plata, Libertad;106,0265704
2619;3;261903;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;21;B-;Ciudad del Plata, Libertad;106,0265704
2619;4;261904;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;21;B-;Ciudad del Plata, Libertad;106,0265704
2620;1;262001;1;48;1;2;3; ;3;2;5;ninguna;1; ; ;50;2; ;1;3;1;1; ; ;0;1606019; ; ;42;M;Ciudad del Plata, Libertad;90,7334031
2620;2;262002;2;46;2;2;3; ;6;1;5; ;2;1;1; ; ; ;1;3;1;1; ; ;1; ; ; ;42;M;Ciudad del Plata, Libertad;90,7334031
2620;3;262003;2;21;3;1;4;2;2;2;3; ;1; ; ;45;2; ;3;5;1;1; ; ;0;112229; ; ;42;M;Ciudad del Plata, Libertad;90,7334031
2621;1;262101;2;84;1;3; ; ; ; ;3;99;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;48;M+;Ciudad del Plata, Libertad;71,89151966
2622;1;262201;1;63;1;2;2; ;3;2;3; ;1; ; ;48;2; ;1;5;1;1; ; ;0;1606217; ; ;28;B+;Ciudad del Plata, Libertad;99,05598477
2622;2;262202;2;40;2;1;3; ;3;2;3; ;2;1;3; ; ; ;3;4;1;2;10; ;1; ; ; ;28;B+;Ciudad del Plata, Libertad;99,05598477
2622;3;262203;2;16;5;1;4;2;1;9;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Ciudad del Plata, Libertad;99,05598477
2622;4;262204;1;15;3;1;3; ;1;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Ciudad del Plata, Libertad;99,05598477
2622;5;262205;1;12;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Ciudad del Plata, Libertad;99,05598477
2623;1;262301;1;64;1;2;2; ;6;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;1;1606409; ; ;36;M-;Ciudad del Plata, Libertad;86,28288195
2623;2;262302;2;61;2;2;2; ;6;1;2; ;1; ; ;48;2; ;3;5;1;1; ; ;0;115104; ; ;36;M-;Ciudad del Plata, Libertad;86,28288195
2623;3;262303;1;21;3;2;3; ;4;2;2; ;2;1;1; ; ; ;1;3;1;1; ; ;0; ; ; ;36;M-;Ciudad del Plata, Libertad;86,28288195
2623;4;262304;1;18;3;2;2; ;6;1;2; ;2;1;6; ; ; ;3;1;1;1; ; ;0; ; ; ;36;M-;Ciudad del Plata, Libertad;86,28288195
2623;5;262305;2;22;6;2;3; ;4;2;2; ;2;1;1; ; ; ;3;1;1;1; ; ;0; ; ; ;36;M-;Ciudad del Plata, Libertad;86,28288195
2624;1;262401;1;72;1;2;2; ;6;1;3; ;2;1;4; ; ; ;1;5;1;2;10; ;1; ; ; ;47;M+;Ciudad del Plata, Libertad;70,10619318
2624;2;262402;2;90;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3;1;1;2;1; ;0; ; ; ;47;M+;Ciudad del Plata, Libertad;70,10619318
2625;1;262501;1;51;1;2;3; ;4;2;2; ;1; ; ;10;5;2;1;5;1;1; ; ;0; ; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;2;262502;2;48;2;2;2; ;6;1;2; ;1; ; ;25;2; ;3;5;1;1; ; ;0;1606202; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;3;262503;2;23;3;2;2; ;2;2;2; ;1; ; ;57;2; ;3;3;1;1; ; ;1;1606202; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;4;262504;2;18;3;2;3; ;2;2;2; ;1; ; ;17;1; ;3;3;1;1; ; ;0; ; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;5;262505;2;10;3;1;2; ;4;2;2; ; ; ; ; ; ; ; ; ;1;2;2; ;0; ; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;6;262506;1;4;11;1;1; ;1;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2625;7;262507;2;71;7;2;2; ;3;2;2; ;1; ; ;18;2; ;3;2;1;1; ; ;0;1606103; ; ;26;B+;Ciudad del Plata, Libertad;119,9996449
2627;1;262701;2;43;2;2;6; ;2;2;3; ;2;1;3; ; ; ;3;2;1;1; ; ;1; ; ; ;42;M;Montevideo Medio Alto;771,1916044
2627;2;262702;1;41;1;2;6; ;6;1;3; ;1; ; ;50;2; ;1;1;1;1; ; ;0;110064; ; ;42;M;Montevideo Medio Alto;771,1916044
2627;3;262703;2;14;3;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;42;M;Montevideo Medio Alto;771,1916044
2627;4;262704;1;11;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;42;M;Montevideo Medio Alto;771,1916044
2628;1;262801;2;82;7;2;2; ;6;1;3; ;2;1;4; ; ; ;3;1;1;2;1; ;0; ; ; ;42;M;Montevideo Medio;619,7797519
2628;2;262802;2;60;2;2;2; ;6;1;3; ;2;1;3; ; ; ;9;9;1;1; ; ;0; ; ; ;42;M;Montevideo Medio;619,7797519
2628;3;262803;1;59;1;2;3; ;2;2;3; ;1; ; ;40;3;1;1;2;1;1; ; ;1; ;112014; ;42;M;Montevideo Medio;619,7797519
2629;1;262901;1;63;8;2;3; ;1;2;2; ;1; ; ;18;5;2;3;1;1;1; ; ;0; ; ; ;24;B+;Montevideo Medio;956,5003682
2629;2;262902;1;38;8;2;3; ;3;1;3; ;1; ; ;48;2; ;1;5;1;1; ; ;1;122006; ; ;24;B+;Montevideo Medio;956,5003682
2629;3;262903;2;35;1;2;3; ;4;2;3; ;1; ; ;44;2; ;3;1;1;1; ; ;0;122006; ; ;24;B+;Montevideo Medio;956,5003682
2629;4;262904;2;13;5;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;24;B+;Montevideo Medio;956,5003682
2629;5;262905;2;10;5;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;24;B+;Montevideo Medio;956,5003682
2629;6;262906;1;8;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;24;B+;Montevideo Medio;956,5003682
2630;1;263001;1;41;1;2;4;3;2;1;3; ;1; ; ;10;5;2;1;5;1;1; ; ;0; ; ; ;50;M+;Zona III - Cuenca Cerro Norte NoBajo;90,69434101
2630;2;263002;2;40;2;2;3; ;3;2;3; ;1; ; ;30;2; ;3;5;1;1; ; ;1;118130; ; ;50;M+;Zona III - Cuenca Cerro Norte NoBajo;90,69434101
2631;1;263101;2;80;1;2;2; ;3;2;1; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;36;M-;Montevideo Bajo;355,1090653
2632;1;263201;1;57;1;2;3; ;2;1;3; ;1; ; ;40;3;2;3; ;2;1; ; ;1; ; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;104,0701939
2632;2;263202;2;53;2;2;5; ;1;2;2; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;104,0701939
2632;3;263203;1;29;3;2;3; ;4;2;3; ;1; ; ;44;2; ;3; ;1;1; ; ;0;105205; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;104,0701939
2632;4;263204;1;27;3;2;4;2;3;1;2; ;1; ; ;64;2; ;3; ;1;1; ; ;0;118031; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;104,0701939
2633;1;263301;1;48;1;2;2; ;6;1;3; ;2;1;3; ; ; ;1;2;1;1; ; ;0; ; ; ;39;M;Montevideo Bajo;383,0369328
2633;2;263302;2;53;2;2;2; ;6;1;3; ;1; ; ;35;2; ;3;2;1;1; ; ;1;110149; ; ;39;M;Montevideo Bajo;383,0369328
2634;1;263401;2;84;1;2;2; ;5;2;3; ;2;1;4;4; ; ;3; ;1;2;2; ;1; ; ; ;43;M;Montevideo Bajo;349,1365224
2634;2;263402;2;18;11;1;3; ;4;2;3; ;2;1;2; ; ; ;3; ;1;1; ; ;0; ; ; ;43;M;Montevideo Bajo;349,1365224
2635;1;263501;2;48;1;2;2; ;4;2;3; ;1; ; ;40;5;2;3; ;1;1; ; ;0; ; ; ;25;B+;Montevideo Bajo;552,9723442
2635;2;263502;2;25;5;2;3; ;3;2;3; ;1; ; ;3;2; ;3; ;1;2;10; ;0;121230; ; ;25;B+;Montevideo Bajo;552,9723442
2635;3;263503;1;25;5;2;4;3;1;1;3; ;1; ; ;40;2; ;3; ;1;1; ; ;1;121019; ; ;25;B+;Montevideo Bajo;552,9723442
2635;4;263504;2;23;5;2;3; ;3;2;3; ;1; ; ;24;3;1;3; ;1;1; ; ;0; ;121230; ;25;B+;Montevideo Bajo;552,9723442
2635;5;263505;2;5;11;2;1; ;9;2;2; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;25;B+;Montevideo Bajo;552,9723442
2635;6;263506;1;3;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;25;B+;Montevideo Bajo;552,9723442
2636;1;263601;1;54;1;2;2; ;6;1;3; ;1; ; ;33;2; ;3;2;1;1; ; ;0;104001; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2636;2;263602;2;51;2;2;4;3;1;1;1; ;1; ; ;96;2; ;1;5;1;1; ; ;0;114108; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2636;3;263603;2;30;3;2;3; ;6;1;3; ;1; ; ;40;2; ;3;3;1;1; ; ;1;112127; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2636;4;263604;1;19;3;2;3; ;3;2;1; ;1; ; ;36;2; ;3;2;1;1; ; ;0;108006; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2636;5;263605;2;14;3;1;4;3;2;1;1; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2636;6;263606;2;3;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;32;M-;Zona III - Cuenca Cerro Norte NoBajo;130,9311402
2637;1;263701;1;38;1;2;2; ;4;1;3; ;1; ; ;36;5;2;2;2;1;1; ; ;0; ; ; ;34;M-;Montevideo Bajo;514,2606981
2637;2;263702;2;31;2;2;2; ;6;1;3; ;1; ; ;70;1; ;3;3;1;2;10; ;1; ; ; ;34;M-;Montevideo Bajo;514,2606981
2637;3;263703;1;17;3;2;2; ;6;1;3; ;1; ; ;36;3;2; ; ;1;1; ; ;0; ; ; ;34;M-;Montevideo Bajo;514,2606981
2637;4;263704;1;14;3;1;3; ;9;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;34;M-;Montevideo Bajo;514,2606981
2637;5;263705;1;13;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;34;M-;Montevideo Bajo;514,2606981
2638;1;263801;2;56;1;2;2; ;3;2;2; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;11;B-;Montevideo Bajo;538,8191712
2638;2;263802;1;25;4;2;2; ;6;1;2; ;2;1;7; ; ; ;3; ;3;1; ; ;0; ; ;117130;11;B-;Montevideo Bajo;538,8191712
2638;3;263803;2;14;4;2;3; ;3;2;2; ;2;1;3; ; ; ; ; ;1;2;10; ;0; ; ; ;11;B-;Montevideo Bajo;538,8191712
2638;4;263804;2;13;4;1;3; ;9;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;11;B-;Montevideo Bajo;538,8191712
2638;5;263805;1;11;11;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;11;B-;Montevideo Bajo;538,8191712
2639;1;263901;2;54;1;1;2; ;6;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;16;B-;Zona III - Cuenca Cerro Norte Bajo;158,2586468
2639;2;263902;1;31;4;2;2; ;6;1;2; ;2;1;1; ; ; ;3; ;1;2;10; ;0; ; ; ;16;B-;Zona III - Cuenca Cerro Norte Bajo;158,2586468
2639;3;263903;2;23;4;2;2; ;6;1;2; ;1; ; ;50;2; ;3; ;1;1; ; ;1;124212; ; ;16;B-;Zona III - Cuenca Cerro Norte Bajo;158,2586468
2639;4;263904;1;19;4;2;3; ;1;2;2; ;1; ; ;4;5;2;3; ;1;1; ; ;0; ; ; ;16;B-;Zona III - Cuenca Cerro Norte Bajo;158,2586468
2640;1;264001;1;60;1;2;2; ;6;1;2; ;1; ; ;48;2; ;3; ;1;2;11;internado 4 dias;1;125001; ; ;24;B+;Montevideo Bajo;348,6954539
2640;2;264002;2;53;2;2;2; ;6;1;2; ;2;1;3; ; ; ;3; ;1;2;2; ;0; ; ; ;24;B+;Montevideo Bajo;348,6954539
2641;1;264101;1;53;1;2;3; ;1;2;2; ;2;1;4; ; ; ;3;2;1;2;1; ;0; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;111,6216523
2641;2;264102;2;52;2;2;3; ;2;2;3; ;1; ; ;27;2; ;3;3;1;1; ; ;0;113252; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;111,6216523
2641;3;264103;1;43;12;2;3; ;5;2;2; ;1; ; ;42;1; ;1;2;1;1; ; ;1; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;111,6216523
2641;4;264104;2;30;3;1;3; ;5;2;3; ;1; ; ;50;2; ;1;5;1;1; ; ;0;113041; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;111,6216523
2641;5;264105;1;21;3;2;2; ;6;1;2; ;2;1;1; ; ; ;3;1;1;2;5; ;0; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;111,6216523
2644;1;264401;1;26;1;2;2; ;3;2;2; ;1; ; ;5;5;2;3; ;1;1; ; ;0; ; ; ;10;B-;Zona III - Cuenca Cerro Norte Bajo;173,0772027
2644;2;264402;2;26;2;2;3; ;6;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;10;B-;Zona III - Cuenca Cerro Norte Bajo;173,0772027
2644;3;264403;2;10;3;1;2; ;9;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;10;B-;Zona III - Cuenca Cerro Norte Bajo;173,0772027
2644;4;264404;2;8;3;1;2; ;9;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;10;B-;Zona III - Cuenca Cerro Norte Bajo;173,0772027
2645;1;264501;2;47;1;2;4;3;2;2;3; ;1; ; ;40;5;2;3; ;1;1; ; ;1; ; ; ;45;M+;Montevideo Medio;585,8324906
2646;1;264601;2;41;1;2;3; ;6;1;3; ;1; ; ;84;2; ;3; ;1;1; ; ;1;108114; ; ;33;M-;Montevideo Medio;734,2484717
2646;2;264602;1;13;4;1;3; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;33;M-;Montevideo Medio;734,2484717
2646;3;264603;1;9;4;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;3;2;11;DE VACACIONES CON ABUELA;0; ; ;110107;33;M-;Montevideo Medio;734,2484717
2647;1;264701;1;44;1;2;3; ;5;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;1;337232; ; ;41;M;Zona I - Casavalle            NoBajo;94,99080855
2647;2;264702;2;44;2;2;3; ;3;2;3; ;2;2; ;36;2; ;3;2;1;1; ; ;0;107203; ; ;41;M;Zona I - Casavalle            NoBajo;94,99080855
2647;3;264703;2;69;7;2;2; ;4;2;3; ;2;1;4; ; ; ;3;2;1;2;11;no tuvo necesidad;0; ; ; ;41;M;Zona I - Casavalle            NoBajo;94,99080855
2647;4;264704;2;9;3;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;41;M;Zona I - Casavalle            NoBajo;94,99080855
2647;5;264705;2;7;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;41;M;Zona I - Casavalle            NoBajo;94,99080855
2648;1;264801;2;67;1;2;3; ;2;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;36;M-;Zona I - Casavalle            NoBajo;64,16490346
2648;2;264802;1;76;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;11;temor a caerse en la calle;0; ; ; ;36;M-;Zona I - Casavalle            NoBajo;64,16490346
2649;1;264901;2;23;2;2;3; ;4;2;3; ;1; ; ;36;2; ;3; ;1;1; ; ;1;337425; ; ;28;B+;Zona I - Casavalle            NoBajo;94,56047302
2649;2;264902;1;25;1;2;3; ;3;2;2; ;1; ; ;72;5;2;3; ;2;1; ; ;0; ; ;122027;28;B+;Zona I - Casavalle            NoBajo;94,56047302
2649;3;264903;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;94,56047302
2650;1;265001;1;79;1;2;2; ;3;2;3; ;1; ; ;8;2; ;1;2;1;2;10; ;1;117208; ; ;46;M+;Zona I - Casavalle            NoBajo;87,62107236
2651;1;265101;1;53;1;2;3; ;3;2;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;1606409; ; ;52;A-;Ciudad del Plata, Libertad;80,77228054
2651;2;265102;2;53;2;2;2; ;6;1;3; ;2;1;3; ; ; ;1;5;1;1; ; ;1; ; ; ;52;A-;Ciudad del Plata, Libertad;80,77228054
2652;1;265201;2;69;1;2;3; ;4;2;3; ;2;1;3; ; ; ;3;3;1;1; ; ;0; ; ; ;47;M+;Montevideo Medio;370,2159185
2652;2;265202;1;68;2;2;2; ;6;1;3; ;1; ; ;84;2; ;1;5;1;1; ; ;1;116110; ; ;47;M+;Montevideo Medio;370,2159185
2655;1;265501;1;26;1;1;6; ;3;2;3; ;2;1;2; ; ; ;1; ;1;1; ; ;1; ; ; ;45;M+;Montevideo Medio Alto;653,3022455
2655;2;265502;2;20;9;1;6; ;1;2;3; ;2;1;2; ; ; ;3; ;1;1; ; ;0; ; ; ;45;M+;Montevideo Medio Alto;653,3022455
2655;3;265503;1;23;10;2;6; ;5;1;5;argentino recien llego ninguna;2;1;1; ; ; ;3; ;1;1; ; ;0; ; ; ;45;M+;Montevideo Medio Alto;653,3022455
2659;1;265901;2;30;1;2;2; ;6;1;2; ;2;1;3; ; ; ;3; ;3;1; ; ;0; ; ;117031;18;B-;Zona I - Casavalle            Bajo;509,6330317
2659;2;265902;1;12;3;1;2; ;5;2;2; ; ; ; ; ; ; ; ; ;6;2;11;CAMPAMENTO EN PIRIAPOLIS;0; ; ; ;18;B-;Zona I - Casavalle            Bajo;509,6330317
2659;3;265903;2;15;3;1;3; ;2;2;2; ;2;1;2; ; ; ; ; ;6;2;11;CAMPAMENTO EN PIRIAPOLIS;0; ; ; ;18;B-;Zona I - Casavalle            Bajo;509,6330317
2659;4;265904;2;6;3;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ;6;2;11;DE CAMPAMENTO EN PIRIAPOLIS;0; ; ; ;18;B-;Zona I - Casavalle            Bajo;509,6330317
2659;5;265905;1;28;2;2;2; ;3;2;2; ;1; ; ;20;5;2;3; ;1;1; ; ;1; ; ; ;18;B-;Zona I - Casavalle            Bajo;509,6330317
2660;1;266001;2;86;1;2;2; ;2;2;2; ;2;1;4; ; ; ;3; ;1;2;10; ;0; ; ; ;23;B+;Montevideo Medio Bajo;1033,14047
2660;2;266002;2;62;4;2;4;3;4;1;3; ;2;1;1; ; ; ;3; ;1;2;2; ;0; ; ; ;23;B+;Montevideo Medio Bajo;1033,14047
2660;3;266003;1;54;4;2;3; ;2;2;2; ;2;1;1; ; ; ;3; ;1;1; ; ;1; ; ; ;23;B+;Montevideo Medio Bajo;1033,14047
2661;1;266101;2;24;1;1;3; ;6;1;3; ;2;1;2; ; ; ;3;3;1;1; ; ;1; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;399,4327127
2661;2;266102;1;25;2;1;3; ;3;2;3; ;1; ; ;2;2; ;1;5;1;1; ; ;0; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;399,4327127
2661;3;266103;2;4;3;2;1; ;9;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;399,4327127
2662;1;266201;2;90;1;2;2; ;6;1;1; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;44;M+;Toledo, Suarez y Otras;58,41358051
2664;1;266401;1;72;1;2;2; ;6;1;2; ;2;1;4; ; ; ;3;2;1;1; ; ;0; ; ; ;33;M-;Montevideo Bajo;412,7331742
2664;2;266402;2;69;2;2;2; ;5;2;2; ;2;1;4; ; ; ;3;3;1;2;2; ;0; ; ; ;33;M-;Montevideo Bajo;412,7331742
2664;3;266403;1;69;3;2;2; ;6;1;3; ;1; ; ;48;3;2;1;5;1;1; ; ;1; ; ; ;33;M-;Montevideo Bajo;412,7331742
2668;1;266801;1;68;1;2;3; ;1;2;3; ;2;1;4; ; ; ;1;2;1;1; ; ;1; ; ; ;52;A-;Montevideo Medio Alto;545,5418285
2668;2;266802;2;68;2;2;2; ;5;2;3; ;2;1;3; ; ; ;3;2;1;2;10; ;0; ; ; ;52;A-;Montevideo Medio Alto;545,5418285
2668;3;266803;1;37;3;2;4;2;2;1;3; ;1; ; ;40;2; ;1;2;1;1; ; ;0;121024; ; ;52;A-;Montevideo Medio Alto;545,5418285
2669;1;266901;1;50;1;2;3; ;6;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;2;266902;2;48;2;2;4;3;3;1;2; ;2;1;3; ; ; ;3; ;1;2;10; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;3;266903;1;15;5;9;9; ;9;9;9;99;9;9;9; ; ; ; ; ;9;9;99; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;4;266904;1;13;5;1;2; ;6;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;5;266905;2;11;5;1;2; ;5;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;6;266906;2;6;3;1;1; ;5;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
2669;7;266907;1;4;3;1;1; ;4;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455
